timestamp,episode_id,scenario_code,phase,detail
6.311,67,A2,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.341,67,A2,NavigateToDestination,"Load secured: transporting to D3-Healthcare."
0.000,74,A2,EPISODE_SETUP,"Seed=1703; orders=3; Module1 conventional baseline"
1.979,74,A2,AlignAtSource,"Aligned at P2; preparing pick."
2.449,74,A2,ScanBarcode,"Reading parcel barcode and validating station destination D3-Healthcare."
2.776,74,A2,Pick,"Barcode EP0074-P01|DEST:D3-Healthcare|TASK:A2-T01 verified: Healthcare -> D3-Healthcare. Pick action started."
5.853,74,A2,VerifyGrasp,"Verifying parcel grasp."
6.322,74,A2,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.416,74,A2,NavigateToDestination,"Load secured: transporting to D3-Healthcare."
30.936,74,A2,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
0.000,76,A2,EPISODE_SETUP,"Seed=1703; orders=3; Module1 conventional baseline"
2.005,76,A2,AlignAtSource,"Aligned at P2; preparing pick."
2.456,76,A2,ScanBarcode,"Reading parcel barcode and validating station destination D3-Healthcare."
2.757,76,A2,Pick,"Barcode EP0076-P01|DEST:D3-Healthcare|TASK:A2-T01 verified: Healthcare -> D3-Healthcare. Pick action started."
5.828,76,A2,VerifyGrasp,"Verifying parcel grasp."
6.291,76,A2,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.372,76,A2,NavigateToDestination,"Load secured: transporting to D3-Healthcare."
30.870,76,A2,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
