timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
1.1179,6,6,11,5.5352,9.9958,10.0000,5.5441,180,2,"Human(Clone):-4.18:-0.03:-12.62|Human(Clone):-8.44:0.01:-9.13",-0.0425,-0.0180,0.1035,0.0333,0.7675,0.0082,0.0191,0.0401,0.9222,1.9391,-23.7509,-13.1589,108.8562,1.4307,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.108|H2:-4.200:0.000:-12.608|H3:-22.000:0.000:-5.108|H4:4.200:0.000:12.608|H5:8.400:0.000:9.108","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.051|F2:20.000:0.000:-6.551","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.108","0.000:0.000:0.800","-4.200:0.000:-12.608","0.000:0.000:0.800","-22.000:0.000:-5.108","0.000:0.000:0.800","4.200:0.000:12.608","0.000:0.000:-0.800","8.400:0.000:9.108","0.000:0.000:-0.800","0.000:0.000:-12.051","0.000:0.000:1.300","20.000:0.000:-6.551","0.000:0.000:1.300",99.978,"Nominal",0.000,1,"NavigateToSource:Forward"
1.2183,6,6,12,5.4639,9.9837,8.7946,5.4750,180,2,"Human(Clone):-4.20:-0.01:-12.61|Human(Clone):-8.40:0.02:-9.04",0.0078,0.0527,-0.0766,0.0019,0.5976,-0.0345,0.0476,0.0461,2.1237,2.0587,-23.5916,-13.2176,111.2443,2.0912,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.028|H2:-4.200:0.000:-12.528|H3:-22.000:0.000:-5.028|H4:4.200:0.000:12.528|H5:8.400:0.000:9.028","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.920|F2:20.000:0.000:-6.420","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.028","0.000:0.000:0.800","-4.200:0.000:-12.528","0.000:0.000:0.800","-22.000:0.000:-5.028","0.000:0.000:0.800","4.200:0.000:12.528","0.000:0.000:-0.800","8.400:0.000:9.028","0.000:0.000:-0.800","0.000:0.000:-11.920","0.000:0.000:1.300","20.000:0.000:-6.420","0.000:0.000:1.300",99.976,"Nominal",0.000,1,"NavigateToSource:Forward"
1.3199,6,6,13,5.4346,9.9834,10.0000,5.4792,180,2,"Human(Clone):-4.19:0.00:-12.46|Human(Clone):-8.41:-0.04:-8.96",0.0011,-0.0472,-0.0250,0.0003,0.4610,-0.0023,0.0251,0.0289,1.1205,1.2898,-23.4607,-13.2678,110.3467,1.2052,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.947|H2:-4.200:0.000:-12.447|H3:-22.000:0.000:-4.947|H4:4.200:0.000:12.447|H5:8.400:0.000:8.947","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.788|F2:20.000:0.000:-6.288","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.947","0.000:0.000:0.800","-4.200:0.000:-12.447","0.000:0.000:0.800","-22.000:0.000:-4.947","0.000:0.000:0.800","4.200:0.000:12.447","0.000:0.000:-0.800","8.400:0.000:8.947","0.000:0.000:-0.800","0.000:0.000:-11.788","0.000:0.000:1.300","20.000:0.000:-6.288","0.000:0.000:1.300",99.974,"Nominal",0.000,1,"NavigateToSource:Forward"
1.4225,6,6,14,5.3519,10.0000,10.0000,5.4075,180,2,"Human(Clone):-4.18:0.00:-12.39|Human(Clone):-8.36:-0.01:-8.91",0.0131,0.0393,-0.0157,-0.0435,0.3522,0.0340,0.0356,0.0329,1.7348,1.6053,-23.3205,-13.3276,111.5211,1.6700,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.865|H2:-4.200:0.000:-12.365|H3:-22.000:0.000:-4.865|H4:4.200:0.000:12.365|H5:8.400:0.000:8.865","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.655|F2:20.000:0.000:-6.155","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.865","0.000:0.000:0.800","-4.200:0.000:-12.365","0.000:0.000:0.800","-22.000:0.000:-4.865","0.000:0.000:0.800","4.200:0.000:12.365","0.000:0.000:-0.800","8.400:0.000:8.865","0.000:0.000:-0.800","0.000:0.000:-11.655","0.000:0.000:1.300","20.000:0.000:-6.155","0.000:0.000:1.300",99.972,"Nominal",0.000,1,"NavigateToSource:Forward"
1.5227,6,6,15,5.3309,10.0000,10.0000,5.3897,180,2,"Human(Clone):-4.18:0.02:-12.33|Human(Clone):-8.42:-0.03:-8.78",0.0676,0.0871,0.0285,0.0346,0.2630,0.0567,0.0166,0.0245,0.8258,1.2200,-23.1796,-13.3746,107.3663,1.0229,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.784|H2:-4.200:0.000:-12.284|H3:-22.000:0.000:-4.784|H4:4.200:0.000:12.284|H5:8.400:0.000:8.784","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.525|F2:20.000:0.000:-6.025","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.784","0.000:0.000:0.800","-4.200:0.000:-12.284","0.000:0.000:0.800","-22.000:0.000:-4.784","0.000:0.000:0.800","4.200:0.000:12.284","0.000:0.000:-0.800","8.400:0.000:8.784","0.000:0.000:-0.800","0.000:0.000:-11.525","0.000:0.000:1.300","20.000:0.000:-6.025","0.000:0.000:1.300",99.970,"Nominal",0.000,1,"NavigateToSource:Forward"
1.6232,6,6,16,5.2936,9.9877,9.9958,5.3610,180,2,"Human(Clone):-4.16:-0.02:-12.25|Human(Clone):-8.38:0.00:-8.72",-0.0518,-0.0443,0.0800,0.0227,0.2086,-0.0144,0.0407,0.0316,1.8229,1.4151,-23.0597,-13.4217,110.0993,1.6190,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.704|H2:-4.200:0.000:-12.204|H3:-22.000:0.000:-4.704|H4:4.200:0.000:12.204|H5:8.400:0.000:8.704","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.394|F2:20.000:0.000:-5.894","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.704","0.000:0.000:0.800","-4.200:0.000:-12.204","0.000:0.000:0.800","-22.000:0.000:-4.704","0.000:0.000:0.800","4.200:0.000:12.204","0.000:0.000:-0.800","8.400:0.000:8.704","0.000:0.000:-0.800","0.000:0.000:-11.394","0.000:0.000:1.300","20.000:0.000:-5.894","0.000:0.000:1.300",99.968,"Nominal",0.000,1,"NavigateToSource:Forward"
1.7241,6,6,17,5.2426,9.9799,10.0000,5.3561,180,3,"Human(Clone):-4.25:0.00:-12.12|Forklift(Clone):-0.01:0.03:-11.27|Human(Clone):-8.39:-0.01:-8.60",-0.0287,-0.0031,0.1107,0.0114,0.1884,-0.0019,0.0285,0.0251,1.2661,1.1162,-22.9005,-13.4773,109.8201,1.1911,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.623|H2:-4.200:0.000:-12.123|H3:-22.000:0.000:-4.623|H4:4.200:0.000:12.123|H5:8.400:0.000:8.623","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.263|F2:20.000:0.000:-5.763","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.623","0.000:0.000:0.800","-4.200:0.000:-12.123","0.000:0.000:0.800","-22.000:0.000:-4.623","0.000:0.000:0.800","4.200:0.000:12.123","0.000:0.000:-0.800","8.400:0.000:8.623","0.000:0.000:-0.800","0.000:0.000:-11.263","0.000:0.000:1.300","20.000:0.000:-5.763","0.000:0.000:1.300",99.966,"Nominal",0.000,1,"NavigateToSource:Forward"
1.8266,6,6,18,5.2173,9.9815,9.9875,5.2813,180,4,"Human(Clone):-4.18:0.01:-12.05|Forklift(Clone):0.01:-0.05:-11.19|Human(Clone):-8.43:0.01:-8.59|Human(Clone):4.19:0.01:12.07",-0.0393,0.0247,0.0369,0.0116,0.1192,-0.0485,0.0373,0.0379,1.7503,1.7744,-22.7783,-13.5256,111.8352,1.7623,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.541|H2:-4.200:0.000:-12.041|H3:-22.000:0.000:-4.541|H4:4.200:0.000:12.041|H5:8.400:0.000:8.541","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-11.130|F2:20.000:0.000:-5.630","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.541","0.000:0.000:0.800","-4.200:0.000:-12.041","0.000:0.000:0.800","-22.000:0.000:-4.541","0.000:0.000:0.800","4.200:0.000:12.041","0.000:0.000:-0.800","8.400:0.000:8.541","0.000:0.000:-0.800","0.000:0.000:-11.130","0.000:0.000:1.300","20.000:0.000:-5.630","0.000:0.000:1.300",99.964,"Nominal",0.000,1,"NavigateToSource:Forward"
1.9276,6,6,19,5.1442,10.0000,10.0000,5.2920,180,4,"Human(Clone):-4.20:0.00:-11.98|Forklift(Clone):0.02:0.01:-11.05|Human(Clone):-8.40:0.03:-8.50|Human(Clone):4.19:0.04:11.99",0.0011,0.0775,-0.0300,0.0116,0.0896,0.0239,0.0305,0.0119,1.4843,0.5806,-22.6517,-13.5789,114.5732,1.0325,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.461|H2:-4.200:0.000:-11.961|H3:-22.000:0.000:-4.461|H4:4.200:0.000:11.961|H5:8.400:0.000:8.461","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.998|F2:20.000:0.000:-5.498","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.461","0.000:0.000:0.800","-4.200:0.000:-11.961","0.000:0.000:0.800","-22.000:0.000:-4.461","0.000:0.000:0.800","4.200:0.000:11.961","0.000:0.000:-0.800","8.400:0.000:8.461","0.000:0.000:-0.800","0.000:0.000:-10.998","0.000:0.000:1.300","20.000:0.000:-5.498","0.000:0.000:1.300",99.962,"Nominal",0.000,1,"NavigateToSource:Forward"
2.0288,6,6,20,5.1166,9.9915,10.0000,5.2513,180,4,"Human(Clone):-4.18:-0.01:-11.89|Forklift(Clone):0.01:0.04:-10.95|Human(Clone):-8.38:0.00:-8.45|Human(Clone):4.23:-0.02:11.90",0.0630,0.0171,0.0368,-0.0297,0.0326,0.0166,0.0363,0.0336,1.7882,1.6591,-22.5021,-13.6500,114.6005,1.7236,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.380|H2:-4.200:0.000:-11.880|H3:-22.000:0.000:-4.380|H4:4.200:0.000:11.880|H5:8.400:0.000:8.380","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.867|F2:20.000:0.000:-5.367","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.380","0.000:0.000:0.800","-4.200:0.000:-11.880","0.000:0.000:0.800","-22.000:0.000:-4.380","0.000:0.000:0.800","4.200:0.000:11.880","0.000:0.000:-0.800","8.400:0.000:8.380","0.000:0.000:-0.800","0.000:0.000:-10.867","0.000:0.000:1.300","20.000:0.000:-5.367","0.000:0.000:1.300",99.960,"Nominal",0.000,1,"NavigateToSource:Forward"
