timestamp,episode_id,scenario_code,phase,detail
9.146,51,E1,DISPATCHED,"Operational order released after verified AMR pickup"
9.146,51,E1,ACTIVE,"Destination station at maximum receiving capacity: Current_Load >= Maximum_Capacity"
0.000,52,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
1.577,52,E1,AlignAtSource,"Aligned at P3; preparing pick."
2.036,52,E1,ScanBarcode,"Reading parcel barcode and validating station destination D1-Electronics."
2.344,52,E1,Pick,"Barcode ATD-E1-001 verified: Electronics -> D1-Electronics. Pick action started."
3.842,52,E1,VerifyGrasp,"Verifying parcel grasp."
4.302,52,E1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.380,52,E1,NavigateToDestination,"Load secured: transporting to D1-Electronics."
7.394,52,E1,DISPATCHED,"Operational order released after verified AMR pickup"
7.394,52,E1,ACTIVE,"Destination station at maximum receiving capacity: Current_Load >= Maximum_Capacity"
23.397,52,E1,RECOVERED,"Outbound pallet cleared; destination capacity available"
23.397,52,E1,Place,"At D1-Electronics; placing parcel."
25.056,52,E1,VerifyRelease,"Verifying parcel release."
25.515,52,E1,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
25.515,52,E1,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
0.000,54,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
1.571,54,E1,AlignAtSource,"Aligned at P3; preparing pick."
2.035,54,E1,ScanBarcode,"Reading parcel barcode and validating station destination D1-Electronics."
2.495,54,E1,Pick,"Barcode EP0054-P01|DEST:D1-Electronics|TASK:E1-T01 verified: Electronics -> D1-Electronics. Pick action started."
4.006,54,E1,VerifyGrasp,"Verifying parcel grasp."
4.459,54,E1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.607,54,E1,NavigateToDestination,"Load secured: transporting to D1-Electronics."
7.634,54,E1,DISPATCHED,"Operational order released after verified AMR pickup"
7.634,54,E1,ACTIVE,"Destination station at maximum receiving capacity: Current_Load >= Maximum_Capacity"
23.635,54,E1,RECOVERED,"Outbound pallet cleared; destination capacity available"
23.635,54,E1,Place,"At D1-Electronics; placing parcel."
25.330,54,E1,VerifyRelease,"Verifying parcel release."
25.783,54,E1,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
25.783,54,E1,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
0.000,61,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
1.604,61,E1,AlignAtSource,"Aligned at P3; preparing pick."
2.068,61,E1,ScanBarcode,"Reading parcel barcode and validating station destination D1-Electronics."
2.390,61,E1,Pick,"Barcode EP0061-P01|DEST:D1-Electronics|TASK:E1-T01 verified: Electronics -> D1-Electronics. Pick action started."
4.150,61,E1,VerifyGrasp,"Verifying parcel grasp."
4.604,61,E1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.795,61,E1,NavigateToDestination,"Load secured: transporting to D1-Electronics."
7.816,61,E1,DISPATCHED,"Operational order released after verified AMR pickup"
7.816,61,E1,ACTIVE,"Destination station at maximum receiving capacity: Current_Load >= Maximum_Capacity"
23.821,61,E1,RECOVERED,"Outbound pallet cleared; destination capacity available"
23.821,61,E1,Place,"At D1-Electronics; placing parcel."
25.530,61,E1,VerifyRelease,"Verifying parcel release."
25.988,61,E1,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
25.988,61,E1,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
