timestamp,episode_id,scenario_code,phase,detail
1.977,24,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.451,24,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.772,24,A1,Pick,"Barcode ATD-APL-0001 verified: Apparel -> D2-Apparel. Pick action started."
4.314,24,A1,VerifyGrasp,"Verifying parcel grasp."
4.790,24,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.140,24,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
32.847,24,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
0.000,31,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.978,31,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.438,31,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.740,31,A1,Pick,"Barcode ATD-APL-0001 verified: Apparel -> D2-Apparel. Pick action started."
4.233,31,A1,VerifyGrasp,"Verifying parcel grasp."
4.687,31,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.894,31,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
32.455,31,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
0.000,35,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.946,35,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.401,35,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.703,35,A1,Pick,"Barcode ATD-APL-0001 verified: Apparel -> D2-Apparel. Pick action started."
6.284,35,A1,VerifyGrasp,"Verifying parcel grasp."
6.738,35,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.588,35,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
34.357,35,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
0.000,40,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.979,40,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.431,40,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.739,40,A1,Pick,"Barcode ATD-APL-0001 verified: Apparel -> D2-Apparel. Pick action started."
4.247,40,A1,VerifyGrasp,"Verifying parcel grasp."
4.709,40,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.676,40,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.443,40,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.274,navigationTime=43.44"
43.443,40,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,41,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.964,41,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.432,41,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.757,41,A1,Pick,"Barcode ATD-APL-0001 verified: Apparel -> D2-Apparel. Pick action started."
5.818,41,A1,VerifyGrasp,"Verifying parcel grasp."
6.278,41,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.328,41,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
45.029,41,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.936,navigationTime=45.03"
45.029,41,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,44,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.998,44,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.477,44,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.931,44,A1,Pick,"Barcode ATD-APL-0001 verified: Apparel -> D2-Apparel. Pick action started."
4.425,44,A1,VerifyGrasp,"Verifying parcel grasp."
4.889,44,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.308,44,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.677,44,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.642,navigationTime=43.68"
43.677,44,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,63,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.007,63,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.480,63,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.787,63,A1,Pick,"Barcode EP0063-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.295,63,A1,VerifyGrasp,"Verifying parcel grasp."
4.756,63,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.865,63,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,64,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.005,64,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.468,64,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.769,64,A1,Pick,"Barcode EP0064-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.257,64,A1,VerifyGrasp,"Verifying parcel grasp."
4.716,64,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.744,64,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,65,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.980,65,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.447,65,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.767,65,A1,Pick,"Barcode EP0065-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.251,65,A1,VerifyGrasp,"Verifying parcel grasp."
4.705,65,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.756,65,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.518,65,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.278,navigationTime=43.52"
43.518,65,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,66,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.000,66,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.467,66,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.790,66,A1,Pick,"Barcode EP0066-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.275,66,A1,VerifyGrasp,"Verifying parcel grasp."
4.732,66,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.804,66,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.451,66,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.342,navigationTime=43.45"
43.451,66,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,68,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.986,68,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.458,68,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.760,68,A1,Pick,"Barcode EP0068-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.245,68,A1,VerifyGrasp,"Verifying parcel grasp."
4.721,68,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.754,68,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.447,68,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.312,navigationTime=43.45"
43.447,68,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,69,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.979,69,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.444,69,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.755,69,A1,Pick,"Barcode EP0069-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.267,69,A1,VerifyGrasp,"Verifying parcel grasp."
4.739,69,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.778,69,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,70,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.988,70,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.465,70,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.788,70,A1,Pick,"Barcode EP0070-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.295,70,A1,VerifyGrasp,"Verifying parcel grasp."
4.757,70,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.970,70,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.564,70,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.423,navigationTime=43.56"
43.564,70,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,72,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.998,72,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.470,72,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.775,72,A1,Pick,"Barcode EP0072-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.281,72,A1,VerifyGrasp,"Verifying parcel grasp."
4.752,72,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.849,72,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,73,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.986,73,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.455,73,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.771,73,A1,Pick,"Barcode EP0073-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.273,73,A1,VerifyGrasp,"Verifying parcel grasp."
4.732,73,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.810,73,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.463,73,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.370,navigationTime=43.46"
43.463,73,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,75,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.991,75,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.474,75,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.776,75,A1,Pick,"Barcode EP0075-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.270,75,A1,VerifyGrasp,"Verifying parcel grasp."
4.729,75,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.832,75,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.467,75,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.394,navigationTime=43.47"
43.467,75,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,77,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.985,77,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.457,77,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.757,77,A1,Pick,"Barcode EP0077-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.255,77,A1,VerifyGrasp,"Verifying parcel grasp."
4.721,77,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.017,77,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.456,77,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.516,navigationTime=43.46"
43.456,77,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,78,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.995,78,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.451,78,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.805,78,A1,Pick,"Barcode EP0078-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.892,78,A1,VerifyGrasp,"Verifying parcel grasp."
6.342,78,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.440,78,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,79,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.010,79,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.463,79,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.795,79,A1,Pick,"Barcode EP0079-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.766,79,A1,VerifyGrasp,"Verifying parcel grasp."
6.217,79,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.178,79,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
44.914,79,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.888,navigationTime=44.91"
44.914,79,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,82,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.977,82,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.429,82,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.734,82,A1,Pick,"Barcode EP0082-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.230,82,A1,VerifyGrasp,"Verifying parcel grasp."
4.688,82,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.642,82,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.299,82,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.307,navigationTime=43.30"
43.299,82,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,83,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.972,83,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.426,83,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.738,83,A1,Pick,"Barcode EP0083-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.687,83,A1,VerifyGrasp,"Verifying parcel grasp."
6.139,83,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.085,83,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
44.770,83,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.872,navigationTime=44.77"
44.770,83,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,84,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.001,84,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.463,84,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.775,84,A1,Pick,"Barcode EP0084-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.281,84,A1,VerifyGrasp,"Verifying parcel grasp."
4.731,84,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.694,84,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.435,84,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.292,navigationTime=43.43"
43.435,84,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,85,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.116,85,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.570,85,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.883,85,A1,Pick,"Barcode EP0085-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.367,85,A1,VerifyGrasp,"Verifying parcel grasp."
4.824,85,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.163,85,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,86,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.015,86,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.465,86,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.781,86,A1,Pick,"Barcode EP0086-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.277,86,A1,VerifyGrasp,"Verifying parcel grasp."
4.742,86,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.053,86,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,87,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.996,87,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.446,87,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.749,87,A1,Pick,"Barcode EP0087-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.248,87,A1,VerifyGrasp,"Verifying parcel grasp."
4.698,87,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.503,87,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,88,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.008,88,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.458,88,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.761,88,A1,Pick,"Barcode EP0088-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.255,88,A1,VerifyGrasp,"Verifying parcel grasp."
4.707,88,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.627,88,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,89,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.960,89,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.418,89,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.729,89,A1,Pick,"Barcode EP0089-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.215,89,A1,VerifyGrasp,"Verifying parcel grasp."
4.669,89,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.683,89,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
48.277,89,A1,A1_DETECTION,"detectionDistance=8.200,velocity=1.194,stoppingDistance=1.490,sufficientToStop=True"
59.937,89,A1,Place,"At D2-Apparel; placing parcel."
61.700,89,A1,VerifyRelease,"Verifying parcel release."
62.178,89,A1,NavigateToSource,"Moving to P2 for task 2 of 3."
62.336,89,A1,AlignAtSource,"Aligned at P2; preparing pick."
62.816,89,A1,ScanBarcode,"Reading parcel barcode and checking the category rack for an empty slot."
63.136,89,A1,Pick,"Barcode EP0089-P02|DEST:D1-Electronics|TASK:A1-T02 verified: Electronics -> Rack_0_3-S01. Pick action started."
0.000,90,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.025,90,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.491,90,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.816,90,A1,Pick,"Barcode EP0090-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.309,90,A1,VerifyGrasp,"Verifying parcel grasp."
4.763,90,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.910,90,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.461,90,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.408,navigationTime=43.46"
43.461,90,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,91,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.992,91,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.463,91,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.775,91,A1,Pick,"Barcode EP0091-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.275,91,A1,VerifyGrasp,"Verifying parcel grasp."
4.745,91,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.766,91,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.461,91,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.293,navigationTime=43.46"
43.461,91,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,92,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.987,92,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.443,92,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.751,92,A1,Pick,"Barcode EP0092-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.248,92,A1,VerifyGrasp,"Verifying parcel grasp."
4.699,92,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.543,92,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
0.000,93,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.001,93,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.460,93,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.787,93,A1,Pick,"Barcode EP0093-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.279,93,A1,VerifyGrasp,"Verifying parcel grasp."
4.745,93,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.802,93,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.399,93,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.440,navigationTime=43.40"
43.399,93,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,94,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.007,94,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.467,94,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.779,94,A1,Pick,"Barcode EP0094-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.269,94,A1,VerifyGrasp,"Verifying parcel grasp."
4.725,94,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.786,94,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
