timestamp,scenario_id,episode_id,step_id,execution_mode,policy_id,selected_action,collision_risk,predicted_minimum_separation,time_to_closest_approach,shadow_hold,reason
5.3545,1,93,45,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.5116,4.0000,True,"Predicted conflict cleared; resume the delivery route"
5.4592,1,93,46,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.2588,4.0000,True,"Predicted conflict cleared; resume the delivery route"
5.5654,1,93,47,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.2270,4.0000,True,"Predicted conflict cleared; resume the delivery route"
5.6900,1,93,48,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.1910,4.0000,True,"Predicted conflict cleared; resume the delivery route"
5.8087,1,93,49,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.1576,4.0000,True,"Predicted conflict cleared; resume the delivery route"
5.9302,1,93,50,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.1170,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.0531,1,93,51,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.1338,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.1532,1,93,52,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.0380,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.2805,1,93,53,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.0043,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.4008,1,93,54,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.9691,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.5278,1,93,55,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.4410,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.6567,1,93,56,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.4578,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.7870,1,93,57,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.8624,4.0000,True,"Predicted conflict cleared; resume the delivery route"
6.9081,1,93,58,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.8490,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.0257,1,93,59,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.4466,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.1448,1,93,60,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.7440,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.2613,1,93,61,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,49.8712,0.0000,True,"Predicted conflict cleared; resume the delivery route"
7.3836,1,93,62,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.9604,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.5073,1,93,63,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.6456,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.6384,1,93,64,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.6159,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.7667,1,93,65,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Wait",0.0000,48.5696,4.0000,True,"Predicted conflict cleared; resume the delivery route"
7.8820,1,93,66,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,48.7615,4.0000,False,"Predicted conflict cleared; resume the delivery route"
7.9833,1,93,67,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,48.6326,4.0000,False,"Trusted context is safe for the current task action"
8.0868,1,93,68,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,49.1218,4.0000,False,"Trusted context is safe for the current task action"
8.1882,1,93,69,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,48.5093,4.0000,False,"Trusted context is safe for the current task action"
8.3184,1,93,70,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,48.5636,4.0000,False,"Trusted context is safe for the current task action"
8.4462,1,93,71,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,48.5451,4.0000,False,"Trusted context is safe for the current task action"
8.5502,1,93,72,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,48.0678,4.0000,False,"Trusted context is safe for the current task action"
8.6621,1,93,73,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,47.7772,4.0000,False,"Trusted context is safe for the current task action"
8.7671,1,93,74,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,47.5942,4.0000,False,"Trusted context is safe for the current task action"
8.8899,1,93,75,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,46.8468,4.0000,False,"Trusted context is safe for the current task action"
8.9927,1,93,76,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,45.5810,4.0000,False,"Trusted context is safe for the current task action"
9.1208,1,93,77,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,46.1736,4.0000,False,"Trusted context is safe for the current task action"
9.2474,1,93,78,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,46.2565,4.0000,False,"Trusted context is safe for the current task action"
9.3586,1,93,79,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,44.8587,4.0000,False,"Trusted context is safe for the current task action"
9.4839,1,93,80,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,43.2911,4.0000,False,"Trusted context is safe for the current task action"
9.5845,1,93,81,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,42.3852,4.0000,False,"Trusted context is safe for the current task action"
9.6905,1,93,82,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,44.8616,4.0000,False,"Trusted context is safe for the current task action"
9.7914,1,93,83,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.8173,4.0000,False,"Trusted context is safe for the current task action"
9.8933,1,93,84,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,43.6953,4.0000,False,"Trusted context is safe for the current task action"
9.9992,1,93,85,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,44.9031,4.0000,False,"Trusted context is safe for the current task action"
10.1033,1,93,86,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.9330,4.0000,False,"Trusted context is safe for the current task action"
10.2038,1,93,87,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,42.6194,4.0000,False,"Trusted context is safe for the current task action"
10.3065,1,93,88,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.8996,4.0000,False,"Trusted context is safe for the current task action"
10.4080,1,93,89,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,40.0031,4.0000,False,"Trusted context is safe for the current task action"
10.5113,1,93,90,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,42.0129,4.0000,False,"Trusted context is safe for the current task action"
10.6162,1,93,91,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.9681,4.0000,False,"Trusted context is safe for the current task action"
10.7205,1,93,92,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.0951,4.0000,False,"Trusted context is safe for the current task action"
10.8209,1,93,93,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.4377,4.0000,False,"Trusted context is safe for the current task action"
10.9214,1,93,94,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.2896,4.0000,False,"Trusted context is safe for the current task action"
11.0258,1,93,95,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.8414,4.0000,False,"Trusted context is safe for the current task action"
11.1271,1,93,96,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,42.9929,4.0000,False,"Trusted context is safe for the current task action"
11.2309,1,93,97,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.1953,4.0000,False,"Trusted context is safe for the current task action"
11.3327,1,93,98,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.3458,4.0000,False,"Trusted context is safe for the current task action"
11.4375,1,93,99,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.8666,4.0000,False,"Trusted context is safe for the current task action"
11.5419,1,93,100,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.5839,4.0000,False,"Trusted context is safe for the current task action"
11.6440,1,93,101,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,41.3897,4.0000,False,"Trusted context is safe for the current task action"
11.7448,1,93,102,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.4971,4.0000,False,"Trusted context is safe for the current task action"
11.8494,1,93,103,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.3584,4.0000,False,"Trusted context is safe for the current task action"
11.9520,1,93,104,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.3999,4.0000,False,"Trusted context is safe for the current task action"
12.0526,1,93,105,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.6354,4.0000,False,"Trusted context is safe for the current task action"
12.1563,1,93,106,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.1113,4.0000,False,"Trusted context is safe for the current task action"
12.2602,1,93,107,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.8298,4.0000,False,"Trusted context is safe for the current task action"
12.3635,1,93,108,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.3927,4.0000,False,"Trusted context is safe for the current task action"
12.4644,1,93,109,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.6934,4.0000,False,"Trusted context is safe for the current task action"
12.5678,1,93,110,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.0392,4.0000,False,"Trusted context is safe for the current task action"
12.6684,1,93,111,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.9574,4.0000,False,"Trusted context is safe for the current task action"
12.7716,1,93,112,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.9281,4.0000,False,"Trusted context is safe for the current task action"
12.8740,1,93,113,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.0093,4.0000,False,"Trusted context is safe for the current task action"
12.9768,1,93,114,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.4555,4.0000,False,"Trusted context is safe for the current task action"
13.0814,1,93,115,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.9537,4.0000,False,"Trusted context is safe for the current task action"
13.1874,1,93,116,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.9105,4.0000,False,"Trusted context is safe for the current task action"
13.2933,1,93,117,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.4994,4.0000,False,"Trusted context is safe for the current task action"
13.3997,1,93,118,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.0428,4.0000,False,"Trusted context is safe for the current task action"
13.5012,1,93,119,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.7957,4.0000,False,"Trusted context is safe for the current task action"
13.6040,1,93,120,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.8102,4.0000,False,"Trusted context is safe for the current task action"
13.7050,1,93,121,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.4866,4.0000,False,"Trusted context is safe for the current task action"
13.8065,1,93,122,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.4463,4.0000,False,"Trusted context is safe for the current task action"
13.9139,1,93,123,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.6892,4.0000,False,"Trusted context is safe for the current task action"
14.0193,1,93,124,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.6925,4.0000,False,"Trusted context is safe for the current task action"
14.1231,1,93,125,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.3348,4.0000,False,"Trusted context is safe for the current task action"
14.2254,1,93,126,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.9434,4.0000,False,"Trusted context is safe for the current task action"
14.3308,1,93,127,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.7844,4.0000,False,"Trusted context is safe for the current task action"
14.4346,1,93,128,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.3463,4.0000,False,"Trusted context is safe for the current task action"
14.5388,1,93,129,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,39.0510,4.0000,False,"Trusted context is safe for the current task action"
14.6413,1,93,130,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.0414,4.0000,False,"Trusted context is safe for the current task action"
14.7451,1,93,131,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.1794,4.0000,False,"Trusted context is safe for the current task action"
14.8502,1,93,132,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.1126,4.0000,False,"Trusted context is safe for the current task action"
14.9506,1,93,133,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.9102,4.0000,False,"Trusted context is safe for the current task action"
15.0508,1,93,134,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.5941,4.0000,False,"Trusted context is safe for the current task action"
15.1527,1,93,135,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.7845,4.0000,False,"Trusted context is safe for the current task action"
15.2541,1,93,136,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,38.3681,4.0000,False,"Trusted context is safe for the current task action"
15.3541,1,93,137,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.7254,4.0000,False,"Trusted context is safe for the current task action"
15.4598,1,93,138,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,37.0099,4.0000,False,"Trusted context is safe for the current task action"
15.5645,1,93,139,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.8279,4.0000,False,"Trusted context is safe for the current task action"
15.6693,1,93,140,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.3598,4.0000,False,"Trusted context is safe for the current task action"
15.7714,1,93,141,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.5849,4.0000,False,"Trusted context is safe for the current task action"
15.8718,1,93,142,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,34.9757,4.0000,False,"Trusted context is safe for the current task action"
15.9744,1,93,143,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.3311,4.0000,False,"Trusted context is safe for the current task action"
16.0749,1,93,144,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.8933,4.0000,False,"Trusted context is safe for the current task action"
16.1792,1,93,145,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.3624,4.0000,False,"Trusted context is safe for the current task action"
16.2821,1,93,146,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.2347,4.0000,False,"Trusted context is safe for the current task action"
16.3843,1,93,147,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.7083,4.0000,False,"Trusted context is safe for the current task action"
16.4860,1,93,148,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.4714,4.0000,False,"Trusted context is safe for the current task action"
16.5873,1,93,149,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,34.7232,4.0000,False,"Trusted context is safe for the current task action"
16.6911,1,93,150,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.8347,4.0000,False,"Trusted context is safe for the current task action"
16.7917,1,93,151,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.1836,4.0000,False,"Trusted context is safe for the current task action"
16.8948,1,93,152,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.7141,4.0000,False,"Trusted context is safe for the current task action"
16.9969,1,93,153,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.9100,4.0000,False,"Trusted context is safe for the current task action"
17.0992,1,93,154,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.0771,4.0000,False,"Trusted context is safe for the current task action"
17.2032,1,93,155,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.2261,4.0000,False,"Trusted context is safe for the current task action"
17.3048,1,93,156,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.0228,4.0000,False,"Trusted context is safe for the current task action"
17.4666,1,93,157,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.1168,4.0000,False,"Trusted context is safe for the current task action"
17.6075,1,93,158,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.8195,4.0000,False,"Trusted context is safe for the current task action"
17.7697,1,93,159,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.4851,4.0000,False,"Trusted context is safe for the current task action"
17.8759,1,93,160,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,34.9243,4.0000,False,"Trusted context is safe for the current task action"
18.0395,1,93,161,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,35.3085,4.0000,False,"Trusted context is safe for the current task action"
18.1940,1,93,162,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.1010,4.0000,False,"Trusted context is safe for the current task action"
18.3280,1,93,163,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.1728,4.0000,False,"Trusted context is safe for the current task action"
18.4323,1,93,164,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.9000,4.0000,False,"Trusted context is safe for the current task action"
18.5354,1,93,165,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.9627,4.0000,False,"Trusted context is safe for the current task action"
18.6399,1,93,166,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.5692,4.0000,False,"Trusted context is safe for the current task action"
18.7421,1,93,167,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.6198,4.0000,False,"Trusted context is safe for the current task action"
18.8434,1,93,168,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.7717,4.0000,False,"Trusted context is safe for the current task action"
18.9471,1,93,169,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.6783,4.0000,False,"Trusted context is safe for the current task action"
19.0519,1,93,170,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.4490,4.0000,False,"Trusted context is safe for the current task action"
19.1569,1,93,171,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.9696,4.0000,False,"Trusted context is safe for the current task action"
19.2597,1,93,172,"FullATADTRL",A1_SECURE_POLICY_PILOT_V1,"Forward",0.0000,36.5013,4.0000,False,"Trusted context is safe for the current task action"
