timestamp,scenario_id,episode_id,physical_baseline_outcome,physical_collisions,shadow_outcome,shadow_stage,shadow_progress,context_samples,trusted_states,policy_decisions
96.6458,1,117,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,405,405,405
170.9343,1,117,"COLLISION_HUMAN",1,"TASK COMPLETED — COLLISION AVOIDED — PARCEL DELIVERED TO D2","VERIFY RELEASE COMPLETE",1.0000,405,405,405
76.1077,1,119,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,353,353,353
222.9411,1,119,"COLLISION_HUMAN",1,"TASK COMPLETED — COLLISION AVOIDED — PARCEL DELIVERED TO D2","VERIFY RELEASE COMPLETE",1.0000,353,353,353
71.2613,1,121,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,385,385,385
125.9732,1,122,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,371,371,371
90.7193,1,123,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,386,386,386
165.4132,1,123,"COLLISION_HUMAN",1,"TASK COMPLETED — COLLISION AVOIDED — PARCEL DELIVERED TO D2","VERIFY RELEASE COMPLETE",1.0000,386,386,386
57.0297,1,124,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,393,393,393
138.9486,1,124,"COLLISION_HUMAN",1,"TASK COMPLETED — COLLISION AVOIDED — PARCEL DELIVERED TO D2","VERIFY RELEASE COMPLETE",1.0000,393,393,393
54.0851,1,125,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,393,393,393
71.1416,1,126,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,389,389,389
198.2629,1,127,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","CONTROLLED WAIT AT BLIND CORNER",0.5800,395,395,395
302.0614,1,127,"COLLISION_HUMAN",1,"TASK COMPLETED — COLLISION AVOIDED — PARCEL DELIVERED TO D2","VERIFY RELEASE COMPLETE",1.0000,395,395,395
96.7284,1,128,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,376,376,376
180.0305,1,128,"COLLISION_HUMAN",1,"TASK COMPLETED — COLLISION AVOIDED — PARCEL DELIVERED TO D2","VERIFY RELEASE COMPLETE",1.0000,376,376,376
61.2014,4,129,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,341,341,341
112.5040,4,129,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,341,341,341
171.0910,13,130,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,402,402,402
316.0498,1,131,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,404,404,404
147.8043,4,132,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,362,362,362
54.1304,4,133,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,359,359,359
97.1642,4,133,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,359,359,359
158.7738,13,134,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,407,407,407
217.5652,13,134,"COLLISION_HUMAN",1,"TASK COMPLETED — DEGRADED LIDAR DOWN-WEIGHTED — DELIVERY VERIFIED","TRUSTED FUSION DELIVERY VERIFIED",1.0000,407,407,407
56.9797,4,135,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,367,367,367
117.4468,4,135,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,367,367,367
60.7833,4,136,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,366,366,366
98.3839,4,136,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,366,366,366
61.4640,13,137,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,412,412,412
78.8175,4,138,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,364,364,364
243.5169,4,138,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,364,364,364
49.2396,4,140,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,353,353,353
85.6552,4,140,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,353,353,353
163.7601,13,141,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,416,416,416
222.1382,13,141,"COLLISION_HUMAN",1,"TASK COMPLETED — DEGRADED LIDAR DOWN-WEIGHTED — DELIVERY VERIFIED","TRUSTED FUSION DELIVERY VERIFIED",1.0000,416,416,416
65.9439,13,142,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,394,394,394
128.9551,13,142,"COLLISION_HUMAN",1,"TASK COMPLETED — DEGRADED LIDAR DOWN-WEIGHTED — DELIVERY VERIFIED","TRUSTED FUSION DELIVERY VERIFIED",1.0000,394,394,394
61.8667,13,143,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,403,403,403
58.6761,13,144,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,397,397,397
60.0664,13,145,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,404,404,404
67.9883,13,146,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,376,376,376
133.9759,13,146,"COLLISION_HUMAN",1,"TASK COMPLETED — DEGRADED LIDAR DOWN-WEIGHTED — DELIVERY VERIFIED","TRUSTED FUSION DELIVERY VERIFIED",1.0000,376,376,376
58.7521,13,147,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,386,386,386
113.7552,13,147,"COLLISION_HUMAN",1,"TASK COMPLETED — TAM DECISION APPLIED — PARCEL DELIVERED TO D2","TRUSTED FUSION D2 DELIVERY VERIFIED",1.0000,386,386,386
125.6523,13,148,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,340,340,340
222.0473,13,148,"COLLISION_HUMAN",1,"TASK COMPLETED — TAM DECISION APPLIED — PARCEL DELIVERED TO D2","TRUSTED FUSION D2 DELIVERY VERIFIED",1.0000,340,340,340
93.3432,13,149,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,387,387,387
179.2380,13,149,"COLLISION_HUMAN",1,"TASK COMPLETED — TAM DECISION APPLIED — PARCEL DELIVERED TO D2","TRUSTED FUSION D2 DELIVERY VERIFIED",1.0000,387,387,387
352.6438,13,150,"SUCCESS",0,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,569,569,569
513.0734,13,150,"SUCCESS",0,"TASK COMPLETED — TAM DECISION APPLIED — PARCEL DELIVERED TO D2","TRUSTED FUSION D2 DELIVERY VERIFIED",1.0000,569,569,569
132.5186,13,151,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,358,358,358
227.9311,13,152,"TIMEOUT",0,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,1023,1023,1023
89.0771,13,153,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,339,339,339
166.5462,13,153,"COLLISION_HUMAN",1,"TASK COMPLETED — TAM DECISION APPLIED — PARCEL DELIVERED TO D2","TRUSTED FUSION D2 DELIVERY VERIFIED",1.0000,339,339,339
77.1457,13,154,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,331,331,331
152.1950,13,154,"COLLISION_HUMAN",1,"TASK COMPLETED — TAM DECISION APPLIED — PARCEL DELIVERED TO D2","TRUSTED FUSION D2 DELIVERY VERIFIED",1.0000,331,331,331
71.8906,13,155,"COLLISION_HUMAN",1,"WAITING FOR MAJOR UPDATE","TRUSTED FUSED-STATE NAVIGATION",0.5500,375,375,375
