timestamp,scenario_id,episode_id,step_id,execution_mode,policy_id,selected_action,collision_risk,predicted_minimum_separation,time_to_closest_approach,safety_hold,reason
10.2566,1,88,92,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.7777,4.0000,False,"Trusted context is safe for the current task action"
10.3742,1,88,93,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.9463,4.0000,False,"Trusted context is safe for the current task action"
10.4979,1,88,94,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.2391,4.0000,False,"Trusted context is safe for the current task action"
10.6422,1,88,95,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,44.7953,4.0000,False,"Trusted context is safe for the current task action"
10.7485,1,88,96,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.1021,4.0000,False,"Trusted context is safe for the current task action"
10.8578,1,88,97,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.3475,4.0000,False,"Trusted context is safe for the current task action"
10.9640,1,88,98,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.1456,4.0000,False,"Trusted context is safe for the current task action"
11.0677,1,88,99,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.1710,4.0000,False,"Trusted context is safe for the current task action"
11.1758,1,88,100,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,44.6172,4.0000,False,"Trusted context is safe for the current task action"
11.2860,1,88,101,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,44.7803,4.0000,False,"Trusted context is safe for the current task action"
11.3997,1,88,102,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.7143,4.0000,False,"Trusted context is safe for the current task action"
11.5172,1,88,103,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,45.1961,4.0000,False,"Trusted context is safe for the current task action"
11.6285,1,88,104,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,44.8689,4.0000,False,"Trusted context is safe for the current task action"
11.7428,1,88,105,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,43.5929,4.0000,False,"Trusted context is safe for the current task action"
11.8587,1,88,106,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,44.3611,4.0000,False,"Trusted context is safe for the current task action"
11.9669,1,88,107,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,44.7841,4.0000,False,"Trusted context is safe for the current task action"
12.0812,1,88,108,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,42.9447,4.0000,False,"Trusted context is safe for the current task action"
12.1851,1,88,109,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,43.7708,4.0000,False,"Trusted context is safe for the current task action"
12.3009,1,88,110,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,43.6089,4.0000,False,"Trusted context is safe for the current task action"
12.4113,1,88,111,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,43.1775,4.0000,False,"Trusted context is safe for the current task action"
12.5136,1,88,112,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,43.0930,4.0000,False,"Trusted context is safe for the current task action"
12.6263,1,88,113,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,42.6829,4.0000,False,"Trusted context is safe for the current task action"
12.7388,1,88,114,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,42.1345,4.0000,False,"Trusted context is safe for the current task action"
12.8495,1,88,115,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,41.2409,4.0000,False,"Trusted context is safe for the current task action"
12.9612,1,88,116,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,42.2968,4.0000,False,"Trusted context is safe for the current task action"
13.0694,1,88,117,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.9181,4.0000,False,"Trusted context is safe for the current task action"
13.1792,1,88,118,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,41.8701,4.0000,False,"Trusted context is safe for the current task action"
13.2884,1,88,119,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.0573,4.0000,False,"Trusted context is safe for the current task action"
13.4133,1,88,120,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.8641,4.0000,False,"Trusted context is safe for the current task action"
13.5502,1,88,121,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,41.3063,4.0000,False,"Trusted context is safe for the current task action"
13.7053,1,88,122,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.4212,4.0000,False,"Trusted context is safe for the current task action"
13.8256,1,88,123,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.5955,4.0000,False,"Trusted context is safe for the current task action"
13.9560,1,88,124,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.9303,4.0000,False,"Trusted context is safe for the current task action"
14.0571,1,88,125,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.6124,4.0000,False,"Trusted context is safe for the current task action"
14.1661,1,88,126,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.0260,4.0000,False,"Trusted context is safe for the current task action"
14.2665,1,88,127,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.3197,4.0000,False,"Trusted context is safe for the current task action"
14.3820,1,88,128,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.6194,4.0000,False,"Trusted context is safe for the current task action"
14.4943,1,88,129,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.2357,4.0000,False,"Trusted context is safe for the current task action"
14.6072,1,88,130,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.2838,4.0000,False,"Trusted context is safe for the current task action"
14.7110,1,88,131,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.4258,4.0000,False,"Trusted context is safe for the current task action"
14.8214,1,88,132,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.8568,4.0000,False,"Trusted context is safe for the current task action"
14.9317,1,88,133,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.4357,4.0000,False,"Trusted context is safe for the current task action"
15.0504,1,88,134,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.5550,4.0000,False,"Trusted context is safe for the current task action"
15.1591,1,88,135,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.4450,4.0000,False,"Trusted context is safe for the current task action"
15.2673,1,88,136,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.9977,4.0000,False,"Trusted context is safe for the current task action"
15.3781,1,88,137,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.8121,4.0000,False,"Trusted context is safe for the current task action"
15.4859,1,88,138,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.8559,4.0000,False,"Trusted context is safe for the current task action"
15.5880,1,88,139,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.0769,4.0000,False,"Trusted context is safe for the current task action"
15.6988,1,88,140,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.2839,4.0000,False,"Trusted context is safe for the current task action"
15.8031,1,88,141,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.0455,4.0000,False,"Trusted context is safe for the current task action"
15.9092,1,88,142,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.5692,4.0000,False,"Trusted context is safe for the current task action"
16.0162,1,88,143,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.3319,4.0000,False,"Trusted context is safe for the current task action"
16.1197,1,88,144,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.7655,4.0000,False,"Trusted context is safe for the current task action"
16.2282,1,88,145,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,40.2274,4.0000,False,"Trusted context is safe for the current task action"
16.3391,1,88,146,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.6507,4.0000,False,"Trusted context is safe for the current task action"
16.4474,1,88,147,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.3491,4.0000,False,"Trusted context is safe for the current task action"
16.5659,1,88,148,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.4217,4.0000,False,"Trusted context is safe for the current task action"
16.6712,1,88,149,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.4360,4.0000,False,"Trusted context is safe for the current task action"
16.7759,1,88,150,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.2706,4.0000,False,"Trusted context is safe for the current task action"
16.8809,1,88,151,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.9756,4.0000,False,"Trusted context is safe for the current task action"
16.9952,1,88,152,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.5811,4.0000,False,"Trusted context is safe for the current task action"
17.1090,1,88,153,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.7072,4.0000,False,"Trusted context is safe for the current task action"
17.2172,1,88,154,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.4909,4.0000,False,"Trusted context is safe for the current task action"
17.3236,1,88,155,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,39.0991,4.0000,False,"Trusted context is safe for the current task action"
17.4276,1,88,156,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.8002,4.0000,False,"Trusted context is safe for the current task action"
17.5434,1,88,157,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.8511,4.0000,False,"Trusted context is safe for the current task action"
17.6445,1,88,158,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.8021,4.0000,False,"Trusted context is safe for the current task action"
17.7508,1,88,159,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.3739,4.0000,False,"Trusted context is safe for the current task action"
17.8560,1,88,160,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.1405,4.0000,False,"Trusted context is safe for the current task action"
17.9639,1,88,161,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.8032,4.0000,False,"Trusted context is safe for the current task action"
18.0742,1,88,162,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.5718,4.0000,False,"Trusted context is safe for the current task action"
18.1793,1,88,163,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.0055,4.0000,False,"Trusted context is safe for the current task action"
18.2852,1,88,164,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.2008,4.0000,False,"Trusted context is safe for the current task action"
18.3970,1,88,165,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.7567,4.0000,False,"Trusted context is safe for the current task action"
18.5121,1,88,166,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.7911,4.0000,False,"Trusted context is safe for the current task action"
18.6186,1,88,167,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.5230,4.0000,False,"Trusted context is safe for the current task action"
18.7264,1,88,168,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.8448,4.0000,False,"Trusted context is safe for the current task action"
18.8314,1,88,169,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,37.2640,4.0000,False,"Trusted context is safe for the current task action"
18.9389,1,88,170,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.3367,4.0000,False,"Trusted context is safe for the current task action"
19.0477,1,88,171,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.5226,4.0000,False,"Trusted context is safe for the current task action"
19.1510,1,88,172,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.6200,4.0000,False,"Trusted context is safe for the current task action"
19.2535,1,88,173,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.5643,4.0000,False,"Trusted context is safe for the current task action"
19.3581,1,88,174,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.3617,4.0000,False,"Trusted context is safe for the current task action"
19.4615,1,88,175,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.3726,4.0000,False,"Trusted context is safe for the current task action"
19.5639,1,88,176,FullATADTRL,A1_SECURE_POLICY_PILOT_V1,Forward,0.0000,38.3338,4.0000,False,"Trusted context is safe for the current task action"
