timestamp,scenario_id,episode_id,step_id,twin_robot_x,twin_robot_y,twin_robot_yaw,twin_robot_velocity,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,parcel_id,parcel_position,destination_id,destination_rack_id,destination_slot_id,carrying_status,grasp_status,rack_available,P1_available,P2_available,P3_available,D1_available,D2_available,D3_available,current_task_stage,change_score,sync_trigger,critical_event,sync_reason,changed_components,last_sync_timestamp,state_age,robot_position_divergence,robot_yaw_divergence,robot_velocity_divergence,max_actor_position_divergence,divergence_triggered,stale_state_triggered
1.2377,13,130,11,-24.0192,-16.3351,-2.5983,0.8200,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"NavigateToSource:Forward",0.00049,False,False,"Twin maintained","",0.7057,0.5320,0.4909,5.1914,0.3162,0.0000,False,False
1.3436,13,130,12,-24.0749,-15.7117,-6.4544,1.2723,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"NavigateToSource:Forward",0.00051,True,False,"Twin divergence threshold exceeded","robot.position|robot.velocity",1.3436,0.0000,0.6259,3.8561,0.4523,0.0000,True,False
1.4521,13,130,13,-24.0887,-15.5806,-4.2170,1.6980,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"NavigateToSource:Forward",0.00155,True,False,"Twin divergence threshold exceeded","robot.velocity",1.4521,0.0000,0.1318,2.2374,0.4257,0.0000,True,False
1.5558,13,130,14,-24.0982,-15.4468,-2.2799,1.0981,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"NavigateToSource:Forward",0.00217,True,False,"Twin divergence threshold exceeded","robot.velocity",1.5558,0.0000,0.1342,1.9371,0.5999,0.0000,True,False
1.6607,13,130,15,-24.1210,-15.3378,-28.6759,1.0463,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.04143,True,False,"Twin divergence threshold exceeded","task.stage|robot.yaw",1.6607,0.0000,0.1113,26.3960,0.0517,0.0000,True,False
1.7664,13,130,16,-24.2009,-15.2737,-60.1333,1.0148,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00013,True,False,"Twin divergence threshold exceeded","robot.yaw",1.7664,0.0000,0.1025,31.4574,0.0315,0.0000,True,False
1.8768,13,130,17,-24.2908,-15.2432,-78.0668,0.6770,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00123,True,False,"Twin divergence threshold exceeded","robot.velocity|robot.yaw",1.8768,0.0000,0.0949,17.9335,0.3379,0.0000,True,False
1.9860,13,130,18,-24.3723,-15.2376,-89.0283,0.6016,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00028,True,False,"Twin divergence threshold exceeded","robot.yaw",1.9860,0.0000,0.0817,10.9615,0.0753,0.0000,True,False
2.0924,13,130,19,-24.3723,-15.2376,-89.0283,0.6016,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.04125,False,False,"Twin maintained","task.stage",1.9860,0.1064,0.0497,2.1305,0.0004,0.0000,False,False
2.1988,13,130,20,-24.4574,-15.2361,-80.8750,0.1060,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00178,True,False,"Twin divergence threshold exceeded","robot.velocity",2.1988,0.0000,0.0851,8.1534,0.4956,0.0000,True,False
2.3046,13,130,21,-24.4574,-15.2361,-80.8750,0.1060,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00101,False,False,"Twin maintained","robot.velocity",2.1988,0.1058,0.0187,8.0930,0.2798,0.0000,False,False
2.4092,13,130,22,-24.4574,-15.2361,-80.8750,0.1060,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.04130,False,False,"Twin maintained","task.stage",2.1988,0.2103,0.0380,5.1023,0.2627,0.0000,False,False
2.5199,13,130,23,-24.4574,-15.2361,-80.8750,0.1060,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00042,False,False,"Twin maintained","",2.1988,0.3211,0.0538,8.6675,0.3790,0.0000,False,False
2.6204,13,130,24,-24.4574,-15.2361,-80.8750,0.1060,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00350,False,False,"Twin maintained","robot.velocity",2.1988,0.4216,0.0541,6.8820,0.0344,0.0050,False,False
2.7275,13,130,25,-24.4574,-15.2361,-80.8750,0.1060,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00253,False,False,"Twin maintained","",2.1988,0.5287,0.0683,8.8199,0.1314,0.0190,False,False
2.8408,13,130,26,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00245,True,False,"Twin divergence threshold exceeded","robot.yaw",2.8408,0.0000,0.0572,11.0503,0.1691,0.0440,True,False
2.9468,13,130,27,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00310,False,False,"Twin maintained","robot.velocity",2.8408,0.1060,0.0123,1.0648,0.2573,0.0760,False,False
3.0643,13,130,28,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00400,False,False,"Twin maintained","robot.velocity",2.8408,0.2235,0.0140,0.3437,0.0832,0.1230,False,False
3.1709,13,130,29,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00355,False,False,"Twin maintained","",2.8408,0.3301,0.0246,6.1546,0.0123,0.1740,False,False
3.2767,13,130,30,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00615,False,False,"Twin maintained","robot.velocity",2.8408,0.4359,0.0308,0.1985,0.2340,0.2350,False,False
3.3856,13,130,31,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00739,False,False,"Twin maintained","robot.velocity",2.8408,0.5448,0.0268,2.3120,0.1111,0.3060,False,False
3.4959,13,130,32,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00723,False,False,"Twin maintained","robot.velocity",2.8408,0.6551,0.0394,0.7907,0.2007,0.3880,False,False
3.6037,13,130,33,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00672,False,False,"Twin maintained","",2.8408,0.7629,0.0306,2.3813,0.0533,0.4780,False,False
3.7086,13,130,34,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00534,False,False,"Twin maintained","",2.8408,0.8678,0.0361,5.4222,0.0840,0.5740,False,False
3.8215,13,130,35,-24.5124,-15.2203,-69.8246,-0.0630,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-8.000","0.000:0.000:0.000","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00635,False,False,"Twin maintained","robot.velocity",2.8408,0.9808,0.0244,6.9229,0.1749,0.6870,False,False
3.9273,13,130,36,-24.5053,-15.2284,-82.2958,0.1853,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-7.200","0.000:0.000:1.066","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00451,True,False,"Twin divergence threshold exceeded","robot.yaw|F2.position",3.9273,0.0000,0.0108,12.4712,0.2483,0.8000,True,False
4.0377,13,130,37,-24.5053,-15.2284,-82.2958,0.1853,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-13.500","0.000:0.000:0.000","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-7.200","0.000:0.000:1.066","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00409,False,False,"Twin maintained","robot.velocity",3.9273,0.1104,0.0134,2.9525,0.2153,0.7330,False,False
4.1463,13,130,38,-24.5053,-15.2284,-82.2958,0.1853,"9.333:0.050:13.500","0.000:0.000:0.000","-4.200:0.050:-12.696","0.000:0.000:0.656","-24.000:0.050:15.000","0.000:0.000:0.000","4.200:0.050:13.500","0.000:0.000:0.000","8.400:0.050:10.000","0.000:0.000:0.000","-19.800:0.050:-13.500","0.000:0.000:0.000","20.000:0.050:-7.200","0.000:0.000:1.066","Parcel_1","-24.806:1.050:-15.504","D2-Apparel","UNASSIGNED","UNASSIGNED",False,False,False,True,True,False,True,True,True,"AlignAtSource:Wait",0.00137,True,False,"Twin divergence threshold exceeded","H2.position",4.1463,0.0000,0.0213,4.6659,0.1746,0.8040,True,False
