timestamp,episode_id,scenario_code,phase,detail
2.329,134,T3,Pick,"Barcode EP0134-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.666,134,T3,VerifyGrasp,"Verifying parcel grasp."
6.132,134,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.049,134,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
9.075,134,T3,DISPATCHED,"Operational order released after verified AMR pickup"
9.075,134,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
17.100,134,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
45.175,134,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,137,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.575,137,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.029,137,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.339,137,T3,Pick,"Barcode EP0137-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.837,137,T3,VerifyGrasp,"Verifying parcel grasp."
4.302,137,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.234,137,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.251,137,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.251,137,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.263,137,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.286,137,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,139,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.585,139,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.047,139,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.360,139,T3,Pick,"Barcode EP0139-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.739,139,T3,VerifyGrasp,"Verifying parcel grasp."
6.201,139,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.187,139,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
9.210,139,T3,DISPATCHED,"Operational order released after verified AMR pickup"
9.210,139,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
0.000,141,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.581,141,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.033,141,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.339,141,T3,Pick,"Barcode EP0141-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.713,141,T3,VerifyGrasp,"Verifying parcel grasp."
6.173,141,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.091,141,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
9.113,141,T3,DISPATCHED,"Operational order released after verified AMR pickup"
9.113,141,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
17.122,141,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
45.180,141,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,142,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.576,142,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.035,142,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.342,142,T3,Pick,"Barcode EP0142-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.850,142,T3,VerifyGrasp,"Verifying parcel grasp."
4.306,142,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.228,142,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.252,142,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.252,142,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.255,142,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.318,142,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,143,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.579,143,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.039,143,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.349,143,T3,Pick,"Barcode EP0143-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.852,143,T3,VerifyGrasp,"Verifying parcel grasp."
4.308,143,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.242,143,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.266,143,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.266,143,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.276,143,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.389,143,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,144,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.579,144,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.046,144,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.356,144,T3,Pick,"Barcode EP0144-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.847,144,T3,VerifyGrasp,"Verifying parcel grasp."
4.307,144,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.247,144,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.265,144,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.265,144,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.269,144,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.386,144,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,145,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.581,145,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.044,145,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.354,145,T3,Pick,"Barcode EP0145-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.847,145,T3,VerifyGrasp,"Verifying parcel grasp."
4.303,145,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.248,145,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.265,145,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.265,145,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.265,145,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.303,145,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,146,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.611,146,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.069,146,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.383,146,T3,Pick,"Barcode EP0146-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.873,146,T3,VerifyGrasp,"Verifying parcel grasp."
4.330,146,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.346,146,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.364,146,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.364,146,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.390,146,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.379,146,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,147,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.570,147,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.021,147,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.336,147,T3,Pick,"Barcode EP0147-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.842,147,T3,VerifyGrasp,"Verifying parcel grasp."
4.301,147,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.226,147,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.254,147,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.254,147,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.272,147,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.295,147,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,148,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.663,148,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.135,148,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.455,148,T3,Pick,"Barcode EP0148-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.960,148,T3,VerifyGrasp,"Verifying parcel grasp."
4.441,148,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.648,148,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.706,148,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.706,148,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.750,148,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
44.001,148,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,149,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.631,149,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.104,149,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.428,149,T3,Pick,"Barcode EP0149-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.890,149,T3,VerifyGrasp,"Verifying parcel grasp."
4.372,149,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.439,149,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.465,149,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.465,149,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.466,149,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.550,149,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,150,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.606,150,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.070,150,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.389,150,T3,Pick,"Barcode EP0150-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.474,150,T3,VerifyGrasp,"Verifying parcel grasp."
5.926,150,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.005,150,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
9.041,150,T3,DISPATCHED,"Operational order released after verified AMR pickup"
9.041,150,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
17.046,150,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
58.015,150,T3,Place,"At D2-Apparel; placing parcel."
60.676,150,T3,VerifyRelease,"Verifying parcel release."
61.128,150,T3,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
61.128,150,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
0.000,151,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.598,151,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.263,151,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.650,151,T3,Pick,"Barcode EP0151-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.150,151,T3,VerifyGrasp,"Verifying parcel grasp."
4.614,151,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.106,151,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
8.161,151,T3,DISPATCHED,"Operational order released after verified AMR pickup"
8.161,151,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
16.167,151,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
44.378,151,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,152,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.650,152,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.103,152,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.420,152,T3,Pick,"Barcode EP0152-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.929,152,T3,VerifyGrasp,"Verifying parcel grasp."
4.390,152,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.537,152,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.579,152,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.579,152,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.580,152,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
120.000,152,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. TIMEOUT"
0.000,153,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.646,153,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.109,153,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.452,153,T3,Pick,"Barcode EP0153-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.964,153,T3,VerifyGrasp,"Verifying parcel grasp."
4.416,153,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.627,153,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.678,153,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.678,153,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.680,153,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.818,153,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,154,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.674,154,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.146,154,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.464,154,T3,Pick,"Barcode EP0154-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.982,154,T3,VerifyGrasp,"Verifying parcel grasp."
4.433,154,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.614,154,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.670,154,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.670,154,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.702,154,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.771,154,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,155,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.632,155,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.108,155,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.409,155,T3,Pick,"Barcode EP0155-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
3.904,155,T3,VerifyGrasp,"Verifying parcel grasp."
4.369,155,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.463,155,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.493,155,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.493,155,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.512,155,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
43.607,155,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
